content,date,ticket,title
" RH, previously known as Restoration Hardware, is a luxury retailer in the home furnishing space, whose share price performance has dropped 23.2% in the past three months compared with the Hoya Capital Housing ETF (HOMZ) index’s 4.9% decline. HOMZ is an exchange-traded fund that offers a diversified glimpse of the U.S. residential housing industry through 100 companies across homebuilding, rental operators, home improvement, furnishings, mortgage services and real estate tech, to name a few.This California-based company’s prospects are currently ailing from the ongoing softness in the country’s housing market. RH’s business is directly related to housing demand patterns, as softness in housing demand weakens renovation and home furnishing demand, especially in luxury. Moreover, the ambiguity surrounding the implementation of tariffs is adding to its concerns, alongside the increasing expense structure due to its ongoing brand expansion and elevation strategies.RH has been trailing behind the other renowned market players, including  WSM,  ETD and  ARHS, during the past three months when considering the share price performance. Even though Williams-Sonoma, Ethan Allen and Arhaus are standing above RH, their share price performance has also tumbled 3.4%, 1.7% and 9.2%, respectively, during the said time frame.However, on the brighter side, the long-term prospects of RH seem appealing thanks to the strategic investments it is undergoing across its brand portfolio. The company is realizing incremental benefits from its global expansion efforts, apart from its product transformation and platform enhancement activities. Also, its recent sourcing shift strategies to minimize tariff impacts highlight prosperous long-term visibility. RH has been witnessing robust demand trends in the global market, especially in Europe. Across Europe, the market remained robust during the first quarter of fiscal 2025, with demand growing 60% across RH Munich and RH Dusseldorf. Besides, the company continues to witness demand acceleration in its noncomparable galleries, RH Brussels and RH Madrid. Amid all the uncertainties, RH believes that its luxury brand positioning and unique aesthetics have emanated a strong international appeal and, in the pursuit of global expansion, will provide it with a substantial opportunity to build brand image over time.Currently, RH is optimistic about its opening in Paris, with the gallery on the Champs Élysées, which is expected to open in September 2025, alongside another two openings in London and Milan in 2026. After the robust trends witnessed across its European business, RH expects to continue making meaningful investments in this market to boost further growth and profitability. In the upcoming years, RH expects to open RH Sydney, The Gallery in Double Bay, in Australia. With the ongoing tariff-related risks lingering in the market, RH is positioning itself to weather the storm when it arrives. The company recently highlighted that it is currently focusing on shifting its sourcing out of China with the expectation of receipts reducing from 16% in the first quarter of fiscal 2025 to 2% in the fourth quarter of the same year. Besides, the company has successfully resourced a significant portion of its upholstered furniture to its North Carolina factory. By the end of 2025, it projects 52% of its upholstered furniture to be produced in the United States and 21% in Italy. RH has been emphasizing several strategic initiatives to evolve from a home furnishings retailer to a luxury lifestyle brand over time. The initiatives include its focus on production elevation or transformation and retail platform expansion. It aims to continue elevating its products' design and quality while opening large, immersive Design Galleries, which blur the line between retail and hospitality.Recently, RH highlighted the launch of its 2025 RH Outdoor Sourcebook, the new RH Interior Sourcebook and the RH Modern Sourcebook, which offer collections including furniture, textiles, lighting, rugs and much more. The company remains optimistic about the introduction of its new design aesthetic, Japandi, that amalgamates the essence of Japanese serenity and Scandinavian simplicity.Already into 2025, for the remainder of the year, RH expects to open seven Design galleries at locations including RH Montreal, RH Paris, RH Detroit, RH Manhasset, RH San Diego and RH Palm Desert. In June 2025, RH opened its freestanding RH outdoor gallery, expanding its brand presence in East Hampton. In the long term, the company’s platform expansion plans include opening seven to nine new galleries annually, with two to three Design Studios or Outdoor galleries, or new concept galleries per year.RH’s earnings estimates for fiscal 2025 have trended upward in the past 30 days to $10.87 per share, which indicates robust 101.7% year-over-year growth. The analysts’ sentiments remain bullish for the year, backed by the in-house strategies RH is pulling off to counter the market risks.However, even with the earnings estimates for fiscal 2026 having moved down in the past 30 days to $14.77 per share, the estimated figure indicates 35.9% year-over-year growth.RH stock is currently trading at a forward 12-month price-to-earnings (P/E) ratio of 15.04X. This is compared with the forward 12-month P/E ratios of 18.23X, 10.64X, and 19.22X at which Williams-Sonoma, Ethan Allen and Arhaus are currently trading. The discounted valuation of the stock, compared with two of the other market players, looks promising for investors.The housing market directly influences the revenue visibility and profitability of RH, as they are directly related to each other. With the current housing market softness in the United States, the benefits from the domestic market seem depressed for the company. As homebuyers are navigating through affordability concerns, new home sales remain suppressed, with renovation activities being on the dimmer side due to the inflationary pressures.During the earnings call of the first quarter of fiscal 2025, RH highlighted the adverse impacts it faced due to the significant and unexpected Liberation Day tariffs announced on April 2, 2025. It believes that this sudden surge will hurt its second quarter of fiscal 2025 revenues by six percentage points, accompanied by ripple effects into order fulfillment and shipping.Furthermore, even though the ongoing in-house strategies are elevating RH’s prospects, it is hitting hard on its expense structure. During the first quarter of fiscal 2025, the selling, general & administrative expenses (as a percentage of total net revenues) expanded 80 bps year over year to 36.8%, mainly due to elevated advertising costs related to the circulation of the Spring 2025 RH Interiors Sourcebook. Furthermore, during the quarter, the company witnessed an increase in other product costs, which partially impacted the margins. The chart below shows the SG&A expense trend in the past year.As discussed above, RH is undergoing strategic efforts to weather the market uncertainties in the form of tariff-related risks, inflationary pressures and housing market softness. Given the nature of its business, RH is grappling with the current softness in the U.S. housing market.However, its product elevation and platform expansion strategies, alongside robust trends across the European market, are boding well for its prospects. Although in the short term, RH is expected to witness a slight setback, in the long term, the growth trends remain bright, as witnessed from the earnings expectation trend.Before taking any decisions regarding RH stock, investors must weigh both sides of the market currently. Thus, based on the discussion, it is prudent for existing investors to retain this Zacks Rank #3 (Hold) company’s shares for now, whereas new investors might want to wait for a more favorable entry point.You can see .Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 7 hours ago'],)","(['WSM ', 'RH '],)",RH Stock Slides 23% in 3 Months: Should You Buy the Dip or Wait?
"Nasdaq-listed Upexi (UPXI), a consumer-goods company with a crypto treasury strategy focused on Solana SOL,  on Thursday it will tokenize its SEC-registered shares on the Solana network.The firm has tapped Opening Bell, the tokenized equity issuance platform developed by digital asset manager Superstate and initially available on Solana.Tokenized shares are able to trade around the clock, settle in real time and be held in crypto wallets. It's one of the latest trends within the booming tokenization sector, with firms like ,  and  eyeing to take part in it.The company also revealed that it added some 56,000 SOL to its treasury through the past month, bringing total holdings to 735,692 SOL, worth roughly $105 million.Upexi is part of the growing cadre of publicly-traded companies that invest in cryptocurrencies, seeking to emulate the success of Michael Saylor's Strategy, the largest corporate owner of bitcoin BTC. The firm  to a Solana treasury strategy in April raising $100 million in a private placement led by crypto trading giant GSR.","(['CoinDesk ', ' 6 hours ago'],)","(['SOL-USD ', 'UPXI '],)",Solana-Focused Upexi to Tokenize Shares; Added 56K SOL to Holdings
"""Cutting rates here isn't really the elixir"" for markets, Charles Schwab Chief Investment Strategist Liz Ann Sonders says on ""Bloomberg Open Interest.""","(['Bloomberg ', ' 7 hours ago'],)","([],)","Fed Being on Hold Is Bolstering Markets, Schwab's Sonders Says"
"Pre-market futures are up this morning, though by slimmer margins upon a bevy of economic data hitting the tape. The Nasdaq, nearing all-time highs as of Wednesday’s close (and getting there on the Nasdaq 100) is down 40 points to 74 at this hour. The Dow went from 105 to 90 points and the S&P 500 has remained constant at 15 points.While Initial  have come down -9K to 236K from a slightly upwardly revised 245K the prior week — which is good: the lowest print since mid-May, in fact — it’s that carries the bigger story this morning. Longer-term jobless claims reached 1.974 million two weeks ago (Continuing Claims are reported a week in arrears from new claims), above 1.9 million for the fifth-straight week and the highest level we’ve seen since mid-November of 2021.For the first part of 2025, we were ping-ponging around that 1.9 million level, but now jobless claims on the longer-term side are clearly trying to break out. And, while 1.9 million is merely a psychological touch-point, once Continuing Claims reaches 2 million per week, expect a change in the narrative — including from the Fed — on our steady and secure labor market.The usually doesn’t waver too much from estimates, but in this case, -0.5% is more than twice as low as the first revision to -0.2% (-0.3% was the original Q1 GDP print). This is the weakest quarter since Q1 2022. We see Consumption cut by more than half from the previous read: from +1.2% last time to +0.5% this morning. The  and core both tick up 10 basis points (bps) to +3.8% and +3.5%, respectively. The full Personal Consumption Expenditures (PCE) report comes out Friday morning.The preliminary May headline for  blasted off into a new orbit: +16.4% more than doubles the +7% anticipated, led by a huge +234% change in non-defense aircraft. Stripping out airlines, airplanes and transportation, we see a still-strong +0.5% — the highest print since September of last year. Officially, non-defense, ex-aircraft came in at +1.7%, and that’s the largest tally we’ve seen since January.The  for May reached -$96.6 billion, sinking deeper from the upwardly revised -$87.0 billion. We’re thankfully off the early 2025 levels that hit record lows in March of -$162 billion, but still pretty deep in the hole. Imports remained fairly steady but Exports fell -5.2% for the month. in May jumped to +0.3% month over month and +3.2% year over year. , on the other hand, sank -0.3% for the month and +1.4% from the year-ago number. All of this data can be seen through the prism of tariff realities — both those already levied and those anticipated, which led to much higher trading volume ahead of reciprocal tariffs, which remain murky looking ahead.Once the regular trading day gets going,  for May will come out. These are expected to improve to -0.5% from -6.3% the prior month. This metric follows Wednesday’s New Home Sales tallies, which came way down to 623K in May from an estimate of 695K and -99K month over month. Existing Home Sales, released on Monday, outperformed expectations: 4.03 million versus 3.95 million projected.While Q2 earnings season is unofficially a couple weeks away, (NKE) posts fiscal Q4 results after today’s closing bell. This is a good representative of an American manufacturer with deep ties to Asia and this year’s new tariff realities. As such, Nike is expected to bring in earnings down -88% year over year and -15% on revenues. Yet the company has a 7-straight quarterly earnings beat, with a trailing 4-quarter average of +42.5%.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 6 hours ago'],)","(['^IXIC ', '^SPX '],)",Jobless Claims Decreased More Than Expected
" UPS is currently considered relatively overvalued, trading at a forward 12-month price to earnings (P/E) of 13.15X. This figure surpasses the Zacks Transportation—Air Freight and Cargo industry average of 12.72X. It is also higher than rival  FDX. The question that naturally arises is whether it is worth overpaying for the transportation heavyweight? Let us delve deeper and analyze UPS’s fundamentals and overall business environment.UPS prioritizes returning capital to shareholders, as evidenced by its record of either maintaining or increasing its dividend each year since going public in 1999. Currently, UPS offers a dividend yield of 6.6%, which is higher than the 4.8% of the composite stocks in the industry. The transportation company’s above-industry dividend yield is a huge positive for income-seeking investors. This highlights the company’s confidence in its cash flow and prospects.UPS has hiked its dividend five times in the past five years. This is encouraging, as stocks with a strong year-over-year dividend growth history often offer a greater scope of capital appreciation than simple dividend-paying stocks. UPS’s strong dividend track implies that it is less susceptible to large swings in the market, and it acts as a hedge against economic or political uncertainty, as well as stock market volatility.In addition to cheering investors with regular dividend payments, UPS is active on the buyback front. In 2023, UPS’s board approved a share repurchase authorization for $5 billion. In 2024, the company bought shares worth $500 million. In the first quarter of 2025, UPS repurchased shares worth $1 billion, completing the target for 2025.Strong cash flow generation is serving UPS well, allowing the company to remain committed to returning value to shareholders. UPS demonstrates financial strength with $6.3 billion in free cash flow in 2024. Free cash flow in the first quarter of 2025 was $1.5 billion.The positive developments have likely led to UPS’s premium valuations, as investors have high expectations for the company’s prospects and profitability. Consequently, they are willing to pay a premium for the stock, anticipating that it will outperform its peers and the broader market in the coming months.However, there are several uncertainties regarding the stock. UPS has been suffering from revenue weakness as geopolitical uncertainty and higher inflation continue to hurt consumer sentiment and growth expectations. The weak demand scenario has led to a decline in the volume of packages shipped.The slowdown in online sales in the United States, apart from soft global manufacturing activity, adds to the woes. Labor expenses, courtesy of the deal with the Teamsters union, are high, limiting bottom-line growth. Amid revenue weakness, rising capital expenses as witnessed in UPS’s case are unwelcome and may dent profit margins. United Parcel Service’s high debt levels represent another concern.UPS expects the second-quarter adjusted operating margin to be 9.3%. Second-quarter revenues are anticipated to be $21 billion. The effective tax rate is likely to be 23-23.5%. The average daily volume for the U.S. Domestic segment is expected to decline 9% in the June quarter. Revenues in the International Package segment are expected to decline 2% year over year in the June-end quarter. Results are scheduled to be out on July 29.The uncertainties surrounding UPS are likely reflected in its price performance; UPS shares have performed disappointingly year to date, underperforming its industry and fellow industry player,  GXO due to low shipment volumes.  UPS, FedEx and the industry declined 21.2%, 21.1% and 18.6%, respectively, while GXO Logistics gained 10% year to date.  UPS shares have plummeted 26.8% in a year, steeper than the industry’s 24% fall. FedEx and GXO Logistics have slid 24.4% and 3.9%, respectively, in a year.Over the past 60 days, the Zacks Consensus Estimate for UPS’s second- and third-quarter 2025 earnings, as well as its 2025 and 2026 earnings, has moved south. Based on the write-up, we can safely conclude that while the company’s long-term outlook is strong and some investors may be willing to accept the premium. However, caution is warranted, given the near-term concerns associated with the stock. Despite signs of easing trade tensions, we do not expect the trade-related uncertainty to dissipate until a concrete long-term trade deal is in place. As a result, due to the tariff-related uncertainty, UPS is likely to continue suffering from a demand slowdown at least in the short term.Instead of rushing to invest in UPS, which currently carries a Zacks Rank #3 (Hold), it is prudent to wait for a more advantageous entry point. You can see Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 6 hours ago'],)","(['UPS ', 'FDX '],)",UPS Trades at Premium Valuation: Should Investors Buy the Stock?
" ARKK, which provides thematic multi-cap exposure to “disruptive innovation”, has been on a hot streak in June. It has gained about 23%, becoming the best-performing ETF of the month.Most of the rally came from the explosive moves in a few stock holdings of ARKK. CRCL soared nearly 750% from its June 5 IPO, powered by U.S. Senate passage of the GENIUS Act, which formalizes stablecoin regulation. The stock accounts for a 5.2% share in the ARKK portfolio. COIN jumped nearly 30% mid-June after announcing plans to launch its own stablecoin, boosting crypto optimism. The stock occupies the second position in the ETF portfolio, accounting for 9.6% of the assets. Meanwhile, RBLX, which makes up for 7% share in the ARKK basket, rallied 8.8% on strong first-quarter results.  TSLA, ARKK's largest holding with a 9.9% share, has been riding high in June, fueled by excitement around autonomous driving and robotaxi development. The electric carmaker launched its long-anticipated driverless robotaxi service in Austin on June 22, sending its shares up as much as 10% on June 23. Despite some recent profit-taking, ARK maintained conviction in Tesla's position (read: Capitalize on Tesla's Robotaxi Momentum With These ETFs).Enthusiasm for generative artificial intelligence also pushed PLTR shares to new records last week. The stock has risen 8.4% so far this month. PLTR has a 4.4% share in the ARKK basket.Cathie Wood, the high-profile CEO of Ark Investment Management, remains especially bullish on the transformative power of emerging technologies. ""During the current turbulent transition in the United States, she believes consumers and businesses will accelerate the shift toward innovation platforms, including artificial intelligence, robotics, energy storage, blockchain, and multiomics sequencing.”ARKK added shares in NVIDIA NVDA and BWX Technologies BWXT to ride AI and nuclear tailwinds. The purchase of more than 128,000 shares of NVDA, worth roughly $18.5 million, came on the heels of bullish guidance from its CEO, Jensen Huang, particularly around quantum computing and a pivot away from China in response to escalating export restrictions. The move reflects ARKK’s commitment to next-generation computing, even amid rising geopolitical uncertainty.ARKK purchased more than $30 million worth of BWXT, reflecting Wood’s deepening bet on nuclear energy. The timing coincides with favorable legislative tailwinds in the United States, as nuclear energy emerges as one of the few politically viable clean energy options (read: ARK ETFs Surged Last Week: Here's Why). Known for backing high-growth tech stocks even in volatile times, Wood expanded its stake in Advanced Micro Devices AMD last week, acquiring 247,753 shares valued at approximately $31.4 million across three ETFs. The purchase was distributed among ARKK, ARK Next Generation Internet ARKW and ARK Fintech Innovation ARKF ETFs, underscoring ARK’s ongoing conviction in AI and semiconductor stocks. AMD is ARKK’s 12th biggest holding, accounting for 2.6% of the portfolio.Let’s take a closer look at the fundamentals of ARKK.ARK Innovation ETF is an actively managed fund investing in companies that benefit from the development of new products or services, technological improvements and advancements in scientific research related to the areas of DNA technologies and genomic revolution, automation, robotics, energy storage, artificial intelligence, next generation Internet and Fintech innovation. In total, the fund holds 40 securities in its basket (read: ARK Innovation ETF Hits New 52-Week High). ARK Innovation ETF has gathered $6.4 billion in its asset base and charges 75 bps in fees per year from investors. It trades in an average daily volume of 12 million shares.ARKK has shown a remarkable comeback after plunging 82% from its 2021 peak. It is up 23.8% so far this year, approaching a three-year high. It has handily outperformed the broad market fund’s SPY 4.1% gains. The latest rotations reflect a refined focus on scalable disruption and the latest rally marks the beginning of a more disciplined growth phase. If macro conditions continue to favor its core themes, ARKK is well-positioned to remain a key player in the next era of tech-driven investing.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 6 hours ago'],)","(['ARKK ', 'RBLX '],)",Cathie Wood's ARKK ETF Turns Red Hot in June: Here's Why
" SHOP is growing its presence in the e-commerce domain by offering user-friendly tools and an extensive app marketplace.According to the Morder Intelligence report, the e-commerce market is projected to be worth $10.19 trillion in 2025. It is expected to reach $21.22 trillion by 2030, with a compound annual growth rate of 15.8% over the 2025-2030 period. Shopify is likely to gain from the massive growth opportunity.Shopify’s robust growth in its merchant base is driven by its merchant-friendly tools, including Shop Pay, Shopify Pay Instalments, Sign in with Shop and the Shop App. The strong adoption of these solutions holds promise for Shopify’s prospects.SHOP’s expanding portfolio has been a major growth driver for its success. Its merchant-friendly tool Shop Pay stands out as a key driver. The app processed $22 billion in Gross Merchandise Value in the first quarter of 2025, up 57% year over year. Large brands like Birkenstock, Lilly Pulitzer, and Johnny adopted Shop Pay, enhancing Shopify’s portfolio.Further expanding its portfolio, Shopify recently partnered with Coinbase and Stripe to enable merchants worldwide to accept USDC stablecoin payments through Shopify Payments. This integration offers fast, borderless transactions on the Base network, with no added fees and seamless checkout experiences.Shopify is facing stiff competition in the e-commerce marketplace against the likes of  ETSY and  BIGC.BigCommerce is benefiting from its expanding portfolio, particularly with the introduction of Catalyst, enabling businesses to create unique and efficient B2B and B2C e-commerce experiences. BigCommerce also benefits from its AI-powered tools and integrations.Etsy is benefiting from enhanced personalization through AI, strong mobile app performance, and continued growth in gifting, as well as Depop’s impressive performance.Etsy is also improving its customer experience through more browsable and personalized shopping experiences, particularly on its mobile app. The app now accounts for 44.5% of total Etsy marketplace Gross Merchandise Sales in the first quarter of 2025, with better buyer conversion rates, more monthly active users, and increased app downloads.Shopify shares have surged 7.1% year to date, outperforming the broader Zacks Computer & Technology sector’s return of 3.6%. The Zacks Internet Services industry declined 9.3% in the same time frame.SHOP stock is trading at a premium, with a forward 12-month Price/Sales of 12.47X compared with the industry’s 5.05X. SHOP has a Value Score of F.The Zacks Consensus Estimate for second-quarter 2025 earnings is pegged at 28 cents per share, which has remained unchanged over the past 30 days, indicating a 7.69% increase year over year.Shopify Inc. price-consensus-chart | Shopify Inc. QuoteThe consensus mark for 2025 earnings is pegged at $1.40 per share, unchanged over the past 30 days, suggesting 7.69% year-over-year growth.SHOP currently carries a Zacks Rank #3 (Hold). You can see .Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 6 hours ago'],)","(['SHOP ', 'ETSY '],)",Shopify's E-commerce Growth Picks Up: A Sign for More Upside?
"Equinix shares sank for a second straight session as investors reacted to the company's new long-term targets.The firm said at its annual analyst day that it expects 7% to 10% revenue growth through 2029 as it increases its data center capacity to meet growing demand.UBS analysts said the targets were in line with estimates over the long-term, but ""point to a near-term slowdown"" in profit growth as it invests more to drive sales.Equinix () shares slumped for a second day Thursday, posting the biggest intraday decline among S&P 500 companies the data center company laid out its growth targets for the next several years.At its annual analyst day Wednesday, Equinix said it expects revenue to grow by 7% to 10% annually through 2029. Its adjusted  margin is projected to hit at least 52% by 2029, while  are expected to grow from 5% to 9% through 2029, starting at the lower end and eventually reaching the higher end of the range.Those targets are forecast as Equinix looks to double the capacity across its data center network by the end of 2029, the company said in a presentation.UBS analysts said the targets were ""largely in line with expectations on a longer term basis but point to a near-term slowdown in per share growth as investments to accelerate top-line growth ramp.""Equinix shares fell nearly 10% Thursday after a 9% drop Wednesday, putting them down more than 20% since the start of the year.UBS analysts held their $1,035 price target and ""buy"" rating, adding that they ""believe industry fundamentals and secular trends remain supportive but updated financial targets point to a near-term estimate reset and more meaningful acceleration in growth to '27.""Read the original article on ","(['Investopedia ', ' 6 hours ago'],)","(['EQIX ', '^SPX '],)",Equinix Stock Leads S&P Decliners as Investors Digest Growth Targets
"Investors with an interest in Financial - Investment Management stocks have likely encountered both Affiliated Managers Group (AMG) and Carlyle Group (CG). But which of these two companies is the best option for those looking for undervalued stocks? Let's take a closer look.The best way to find great value stocks is to pair a strong Zacks Rank with an impressive grade in the Value category of our Style Scores system. The proven Zacks Rank emphasizes companies with positive estimate revision trends, and our Style Scores highlight stocks with specific traits.Currently, Affiliated Managers Group has a Zacks Rank of #1 (Strong Buy), while Carlyle Group has a Zacks Rank of #3 (Hold). This system places an emphasis on companies that have seen positive earnings estimate revisions, so investors should feel comfortable knowing that AMG is likely seeing its earnings outlook improve to a greater extent. But this is only part of the picture for value investors.Value investors also try to analyze a wide range of traditional figures and metrics to help determine whether a company is undervalued at its current share price levels.The Value category of the Style Scores system identifies undervalued companies by looking at a number of key metrics. These include the long-favored P/E ratio, P/S ratio, earnings yield, cash flow per share, and a variety of other fundamentals that help us determine a company's fair value.AMG currently has a forward P/E ratio of 8.24, while CG has a forward P/E of 12.11. We also note that AMG has a PEG ratio of 0.64. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. CG currently has a PEG ratio of 1.06.Another notable valuation metric for AMG is its P/B ratio of 1.33. The P/B is a method of comparing a stock's market value to its book value, which is defined as total assets minus total liabilities. By comparison, CG has a P/B of 2.78.Based on these metrics and many more, AMG holds a Value grade of A, while CG has a Value grade of C.AMG is currently sporting an improving earnings outlook, which makes it stick out in our Zacks Rank model. And, based on the above valuation metrics, we feel that AMG is likely the superior value option right now.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 6 hours ago'],)","(['AMG '],)",AMG vs. CG: Which Stock Is the Better Value Option?
"A spot dogecoin ETF DOGE may be coming closer to reality.ETF issuer Bitwise updated a regulatory filing for its dogecoin ETF on Thursday, suggesting approval chances could be growing, according to one expert.“Bitwise has filed amended S-1s for their spot dogecoin ETF and their spot aptos ETFs,"" . ""Good signs as it indicates SEC engagement, and tracks with other spot approvals.""Also noteworthy is the fact that the dogecoin ETF filing was amended to include in-kind redemptions and creations, meaning that the broker-dealers interacting with the ETF can directly trade shares for DOGE tokens, or vice versa.""Near-lock at this point that in kind will be allowed in spot ETFs across board,"" .As of right now, all U.S.-based crypto ETFs must swap their tokens for cash, then swap that cash for shares (or swap the shares for cash, then the cash for tokens), which creates a tax event.The news isn't helping prices much, with DOGE lower by about 2% over the past 24 hours to $0.16.21Shares has also  for a dogecoin ETF, while Grayscale has  for a dogecoin trust with a 2.5% fee.","(['CoinDesk ', ' 6 hours ago'],)","(['DOGE-USD '],)",Spot DOGE ETF Appears Nearer as Bitwise Amends Filing
"When Warren Buffett makes an  move, people notice. Since “the Oracle of Omaha” is largely considered one of the savviest investors of all time, it’s only natural to consider emulating him. reported that in March, SEC filings from Berkshire Hathaway revealed the company sold its entire stake in two electronically traded funds (ETFs): the Vanguard S&P 500 ETF(VOO) and SPDR S&P 500 ETF Trust(SPY). Buffett’s company had owned these low-cost ETFs for years, so this move raised eyebrows.Buffett didn’t publicly comment on his decision to offload these funds. However, if you happen to own a stake in either — or both — of these funds, you might be wondering if you should also sell.GOBankingRates spoke with two financial experts to speculate on . Keep reading to find out what they had to say, so you can decide if you should hold your positions or follow suit.Investors often try to mimic Buffett’s moves, but fail to achieve the same effect for two reasons, said Shawn Perkins, certified financial planner (CFP), accredited wealth management advisor (AWMA) and founder of .First, Buffet and Berkshire Hathaway have an infinite time horizon, which means that they care very little about the short-term — and sometimes violent — swings in the markets,” he said. “Most individual investors do not have this luxury.”Additionally, he said Berkshire Hathway’s investment moves aren’t revealed until after they’ve been made — sometimes months later.“By then, the value captured or strategic position by Berkshire may have already passed, leaving  in position to buy or sell at an inopportune time,” he said. “As for the March sale of the S&P, perhaps Buffet saw a turbulent market ahead, which indeed happened and decided to trim [and/or] reinvest his capital elsewhere.”Alternately, he said Buffett may have just been doing some housekeeping on his portfolio.“Either way,  should listen to Buffet’s wisdom regarding long-term optimism for investing, but should think carefully before mimicking his actions,” he said.Worth noting, John Boyd, CFP and founder and lead wealth advisor at , said the two stocks in question — VOO and SPY — only made up about 1% of Buffett’s portfolio.Personally, he wasn’t that surprised about the sale.“Warren Buffett is an ultra-high  individual,” he said. “It’s common for individuals at that level to own the underlying stocks of the S&P 500 directly through a direct indexing strategy.”This approach can offer greater cost efficiency and possibly even more favorable tax treatment, he said.This article originally appeared on : ","(['GOBankingRates ', ' 6 hours ago'],)","(['VOO ', 'SPY '],)",Warren Buffett Just Dumped These 2 Investments — Should You Do the Same?
"Intercorp Financial Services Inc. (IFS) appears an attractive pick, as it has been recently upgraded to a Zacks Rank #1 (Strong Buy). This upgrade is essentially a reflection of an upward trend in earnings estimates -- one of the most powerful forces impacting stock prices.The sole determinant of the Zacks rating is a company's changing earnings picture. The Zacks Consensus Estimate -- the consensus of EPS estimates from the sell-side analysts covering the stock -- for the current and following years is tracked by the system.The power of a changing earnings picture in determining near-term stock price movements makes the Zacks rating system highly useful for individual investors, since it can be difficult to make decisions based on rating upgrades by Wall Street analysts. These are mostly driven by subjective factors that are hard to see and measure in real time.Therefore, the Zacks rating upgrade for Intercorp Financial Services basically reflects positivity about its earnings outlook that could translate into buying pressure and an increase in its stock price.The change in a company's future earnings potential, as reflected in earnings estimate revisions, has proven to be strongly correlated with the near-term price movement of its stock. The influence of institutional investors has a partial contribution to this relationship, as these big professionals use earnings and earnings estimates to calculate the fair value of a company's shares. An increase or decrease in earnings estimates in their valuation models simply results in higher or lower fair value for a stock, and institutional investors typically buy or sell it. Their bulk investment action then leads to price movement for the stock.Fundamentally speaking, rising earnings estimates and the consequent rating upgrade for Intercorp Financial Services imply an improvement in the company's underlying business. Investors should show their appreciation for this improving business trend by pushing the stock higher.Empirical research shows a strong correlation between trends in earnings estimate revisions and near-term stock movements, so it could be truly rewarding if such revisions are tracked for making an investment decision. Here is where the tried-and-tested Zacks Rank stock-rating system plays an important role, as it effectively harnesses the power of earnings estimate revisions.The Zacks Rank stock-rating system, which uses four factors related to earnings estimates to classify stocks into five groups, ranging from Zacks Rank #1 (Strong Buy) to Zacks Rank #5 (Strong Sell), has an impressive externally-audited track record, with Zacks Rank #1 stocks generating an average annual return of +25% since 1988. You can see the complete list of today's Zacks #1 Rank (Strong Buy) stocks here >>>> .This company is expected to earn $4.34 per share for the fiscal year ending December 2025, which represents no year-over-year change.Analysts have been steadily raising their estimates for Intercorp Financial Services. Over the past three months, the Zacks Consensus Estimate for the company has increased 2.6%.Unlike the overly optimistic Wall Street analysts whose rating systems tend to be weighted toward favorable recommendations, the Zacks rating system maintains an equal proportion of ""buy"" and ""sell"" ratings for its entire universe of more than 4,000 stocks at any point in time. Irrespective of market conditions, only the top 5% of the Zacks-covered stocks get a ""Strong Buy"" rating and the next 15% get a ""Buy"" rating. So, the placement of a stock in the top 20% of the Zacks-covered stocks indicates its superior earnings estimate revision feature, making it a solid candidate for producing market-beating returns in the near term.You can learn more about the Zacks Rank here >>>The upgrade of Intercorp Financial Services to a Zacks Rank #1 positions it in the top 5% of the Zacks-covered stocks in terms of estimate revisions, implying that the stock might move higher in the near term.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. ","(['Zacks ', ' 5 hours ago'],)","(['IFS.LM ', 'IFS '],)",Intercorp Financial Services (IFS) Upgraded to Strong Buy: Here's Why
